Report: Monte Carlo Approximation of Pi


Trial		Approx				Error				
853		3.16				0.0184073464102				
854		3.1436				0.00200734641021				
855		3.1256				-0.0159926535898				
856		3.166				0.0244073464102				
857		3.1304				-0.0111926535898				
858		3.1512				0.00960734641021				
859		3.1432				0.00160734641021				
860		3.1144				-0.0271926535898				
861		3.1092				-0.0323926535898				
862		3.1244				-0.0171926535898				
863		3.1288				-0.0127926535898				
864		3.1292				-0.0123926535898				
865		3.1776				0.0360073464102				
866		3.1384				-0.00319265358979				
867		3.1392				-0.00239265358979				
868		3.1592				0.0176073464102				
869		3.1444				0.00280734641021				
870		3.158				0.0164073464102				
871		3.1492				0.00760734641021				
872		3.136				-0.00559265358979				
873		3.1564				0.0148073464102				
874		3.14				-0.00159265358979				
875		3.1188				-0.0227926535898				
876		3.172				0.0304073464102				
877		3.1564				0.0148073464102				
878		3.1284				-0.0131926535898				
879		3.1024				-0.0391926535898				
880		3.1372				-0.00439265358979				
881		3.1572				0.0156073464102				
882		3.1508				0.00920734641021				
883		3.1344				-0.00719265358979				
884		3.1612				0.0196073464102				
885		3.1444				0.00280734641021				
886		3.1572				0.0156073464102				
887		3.1372				-0.00439265358979				
888		3.1264				-0.0151926535898				
889		3.1384				-0.00319265358979				
890		3.112				-0.0295926535898				
891		3.1464				0.00480734641021				
892		3.1244				-0.0171926535898				
893		3.128				-0.0135926535898				
894		3.1352				-0.00639265358979				
895		3.1304				-0.0111926535898				
896		3.1428				0.00120734641021				
897		3.146				0.00440734641021				
898		3.1572				0.0156073464102				
899		3.15				0.00840734641021				
900		3.1344				-0.00719265358979				
901		3.1276				-0.0139926535898				
902		3.1452				0.00360734641021				
903		3.138				-0.00359265358979				
904		3.1552				0.0136073464102				
905		3.152				0.0104073464102				
906		3.152				0.0104073464102				
907		3.1384				-0.00319265358979				
908		3.15				0.00840734641021				
909		3.1524				0.0108073464102				
910		3.1232				-0.0183926535898				
911		3.162				0.0204073464102				
912		3.1252				-0.0163926535898				
913		3.1412				-0.000392653589793				
914		3.122				-0.0195926535898				
915		3.1484				0.00680734641021				
916		3.156				0.0144073464102				
917		3.1548				0.0132073464102				
918		3.1452				0.00360734641021				
919		3.1568				0.0152073464102				
920		3.1376				-0.00399265358979				
921		3.1072				-0.0343926535898				
922		3.1512				0.00960734641021				
923		3.1468				0.00520734641021				
924		3.1424				0.000807346410207				
925		3.1284				-0.0131926535898				
926		3.1308				-0.0107926535898				
927		3.1596				0.0180073464102				
928		3.12				-0.0215926535898				
929		3.1472				0.00560734641021				
930		3.1116				-0.0299926535898				
931		3.152				0.0104073464102				
932		3.1388				-0.00279265358979				
933		3.1336				-0.00799265358979				
934		3.1524				0.0108073464102				
935		3.1772				0.0356073464102				
936		3.148				0.00640734641021				
937		3.14				-0.00159265358979				
938		3.1456				0.00400734641021				
939		3.1544				0.0128073464102				
940		3.1188				-0.0227926535898				
941		3.1336				-0.00799265358979				
942		3.1224				-0.0191926535898				
943		3.1096				-0.0319926535898				
944		3.148				0.00640734641021				
945		3.1432				0.00160734641021				
946		3.1308				-0.0107926535898				
947		3.1488				0.00720734641021				
948		3.1288				-0.0127926535898				
949		3.1632				0.0216073464102				
950		3.1424				0.000807346410207				
951		3.1356				-0.00599265358979				
952		3.136				-0.00559265358979				
953		3.1236				-0.0179926535898				
954		3.1472				0.00560734641021				
955		3.1452				0.00360734641021				
956		3.1236				-0.0179926535898				
957		3.162				0.0204073464102				
958		3.1172				-0.0243926535898				
959		3.1268				-0.0147926535898				
960		3.116				-0.0255926535898				
961		3.1352				-0.00639265358979				
962		3.1192				-0.0223926535898				
963		3.1204				-0.0211926535898				
964		3.14				-0.00159265358979				
965		3.1252				-0.0163926535898				
966		3.1316				-0.00999265358979				
967		3.1356				-0.00599265358979				
968		3.168				0.0264073464102				
969		3.1324				-0.00919265358979				
970		3.1796				0.0380073464102				
971		3.1416				7.34641020683e-06				
972		3.1548				0.0132073464102				
973		3.1612				0.0196073464102				
974		3.138				-0.00359265358979				
975		3.1316				-0.00999265358979				
976		3.1356				-0.00599265358979				
977		3.1428				0.00120734641021				
978		3.1172				-0.0243926535898				
979		3.1188				-0.0227926535898				
980		3.14				-0.00159265358979				
981		3.1176				-0.0239926535898				
982		3.1528				0.0112073464102				
983		3.1424				0.000807346410207				
984		3.148				0.00640734641021				
985		3.1484				0.00680734641021				
986		3.1608				0.0192073464102				
987		3.1484				0.00680734641021				
988		3.1424				0.000807346410207				
989		3.154				0.0124073464102				
990		3.1696				0.0280073464102				
991		3.1544				0.0128073464102				
992		3.1496				0.00800734641021				
993		3.1252				-0.0163926535898				
994		3.1204				-0.0211926535898				
995		3.17				0.0284073464102				
996		3.1464				0.00480734641021				
997		3.1172				-0.0243926535898				
998		3.0948				-0.0467926535898				
999		3.1408				-0.000792653589793				
1000		3.172				0.0304073464102				


Results
================
Mean:		3.1413516
Std Deviation:	0.0164260696539
Relative Err:	0.00522898158037
