Report: Monte Carlo Approximation of Pi


Trial		Approx				Error				
224		3.122				-0.0195926535898				
225		3.1632				0.0216073464102				
226		3.1532				0.0116073464102				
227		3.166				0.0244073464102				
228		3.1432				0.00160734641021				
229		3.1708				0.0292073464102				
230		3.144				0.00240734641021				
231		3.1372				-0.00439265358979				
232		3.1148				-0.0267926535898				
233		3.1372				-0.00439265358979				
234		3.1248				-0.0167926535898				
235		3.1532				0.0116073464102				
236		3.1588				0.0172073464102				
237		3.1496				0.00800734641021				
238		3.1276				-0.0139926535898				
239		3.1288				-0.0127926535898				
240		3.1276				-0.0139926535898				
241		3.1564				0.0148073464102				
242		3.1456				0.00400734641021				
243		3.1576				0.0160073464102				
244		3.1724				0.0308073464102				
245		3.14				-0.00159265358979				
246		3.1564				0.0148073464102				
247		3.1544				0.0128073464102				
248		3.134				-0.00759265358979				
249		3.1248				-0.0167926535898				
250		3.128				-0.0135926535898				
251		3.1476				0.00600734641021				
252		3.1276				-0.0139926535898				
253		3.1392				-0.00239265358979				
254		3.1244				-0.0171926535898				
255		3.1392				-0.00239265358979				
256		3.1392				-0.00239265358979				
257		3.1516				0.0100073464102				
258		3.1284				-0.0131926535898				
259		3.162				0.0204073464102				
260		3.1372				-0.00439265358979				
261		3.148				0.00640734641021				
262		3.1556				0.0140073464102				
263		3.1316				-0.00999265358979				
264		3.1472				0.00560734641021				
265		3.1472				0.00560734641021				
266		3.1236				-0.0179926535898				
267		3.1252				-0.0163926535898				
268		3.1516				0.0100073464102				
269		3.1496				0.00800734641021				
270		3.1648				0.0232073464102				
271		3.1436				0.00200734641021				
272		3.1328				-0.00879265358979				
273		3.1624				0.0208073464102				
274		3.1748				0.0332073464102				
275		3.136				-0.00559265358979				
276		3.1508				0.00920734641021				
277		3.1364				-0.00519265358979				
278		3.1416				7.34641020683e-06				
279		3.128				-0.0135926535898				
280		3.1604				0.0188073464102				
281		3.1676				0.0260073464102				
282		3.1548				0.0132073464102				
283		3.1064				-0.0351926535898				
284		3.15				0.00840734641021				
285		3.1632				0.0216073464102				
286		3.1752				0.0336073464102				
287		3.14				-0.00159265358979				
288		3.1496				0.00800734641021				
289		3.1616				0.0200073464102				
290		3.1316				-0.00999265358979				
291		3.1596				0.0180073464102				
292		3.1616				0.0200073464102				
293		3.1436				0.00200734641021				
294		3.1644				0.0228073464102				
295		3.1524				0.0108073464102				
296		3.1232				-0.0183926535898				
297		3.152				0.0104073464102				
298		3.1316				-0.00999265358979				
299		3.1604				0.0188073464102				
300		3.1092				-0.0323926535898				
301		3.1424				0.000807346410207				
302		3.1228				-0.0187926535898				
303		3.1488				0.00720734641021				
304		3.1432				0.00160734641021				
305		3.1484				0.00680734641021				
306		3.1332				-0.00839265358979				
307		3.1576				0.0160073464102				
308		3.1608				0.0192073464102				
309		3.134				-0.00759265358979				
310		3.1408				-0.000792653589793				
311		3.1192				-0.0223926535898				
312		3.1328				-0.00879265358979				
313		3.1404				-0.00119265358979				
314		3.1224				-0.0191926535898				
315		3.1492				0.00760734641021				
316		3.1488				0.00720734641021				
317		3.1432				0.00160734641021				
318		3.1636				0.0220073464102				
319		3.1272				-0.0143926535898				
320		3.1508				0.00920734641021				
321		3.1276				-0.0139926535898				
322		3.1268				-0.0147926535898				
323		3.1448				0.00320734641021				
324		3.1264				-0.0151926535898				
325		3.1604				0.0188073464102				
326		3.122				-0.0195926535898				
327		3.1136				-0.0279926535898				
328		3.134				-0.00759265358979				
329		3.1288				-0.0127926535898				
330		3.1656				0.0240073464102				
331		3.1632				0.0216073464102				
332		3.1204				-0.0211926535898				
333		3.1404				-0.00119265358979				
334		3.1352				-0.00639265358979				
335		3.1204				-0.0211926535898				
336		3.132				-0.00959265358979				
337		3.1408				-0.000792653589793				
338		3.1636				0.0220073464102				
339		3.1616				0.0200073464102				
340		3.1096				-0.0319926535898				
341		3.1668				0.0252073464102				
342		3.1352				-0.00639265358979				
343		3.1276				-0.0139926535898				
344		3.1448				0.00320734641021				
345		3.1444				0.00280734641021				
346		3.142				0.000407346410207				
347		3.138				-0.00359265358979				
348		3.1192				-0.0223926535898				
349		3.1576				0.0160073464102				
350		3.1308				-0.0107926535898				
351		3.1592				0.0176073464102				
352		3.1548				0.0132073464102				
353		3.1716				0.0300073464102				
354		3.1472				0.00560734641021				
355		3.1348				-0.00679265358979				
356		3.16				0.0184073464102				
357		3.158				0.0164073464102				
358		3.1344				-0.00719265358979				
359		3.1496				0.00800734641021				
360		3.1524				0.0108073464102				
361		3.1296				-0.0119926535898				
362		3.1308				-0.0107926535898				
363		3.158				0.0164073464102				
364		3.1424				0.000807346410207				
365		3.12				-0.0215926535898				
366		3.1232				-0.0183926535898				
367		3.1428				0.00120734641021				
368		3.1172				-0.0243926535898				
369		3.1436				0.00200734641021				
370		3.1564				0.0148073464102				
371		3.1484				0.00680734641021				
372		3.1268				-0.0147926535898				
373		3.142				0.000407346410207				
374		3.1368				-0.00479265358979				
375		3.13				-0.0115926535898				
376		3.1376				-0.00399265358979				
377		3.1584				0.0168073464102				
378		3.1672				0.0256073464102				
379		3.1564				0.0148073464102				
380		3.1712				0.0296073464102				
381		3.1528				0.0112073464102				
382		3.1536				0.0120073464102				
383		3.1484				0.00680734641021				
384		3.1016				-0.0399926535898				
385		3.1368				-0.00479265358979				
386		3.1364				-0.00519265358979				
387		3.1848				0.0432073464102				
388		3.1584				0.0168073464102				
389		3.1256				-0.0159926535898				
390		3.1184				-0.0231926535898				
391		3.1476				0.00600734641021				
392		3.1352				-0.00639265358979				
393		3.1392				-0.00239265358979				
394		3.136				-0.00559265358979				
395		3.1488				0.00720734641021				
396		3.1584				0.0168073464102				
397		3.1528				0.0112073464102				
398		3.1116				-0.0299926535898				
399		3.1844				0.0428073464102				
400		3.1324				-0.00919265358979				
401		3.128				-0.0135926535898				
402		3.1836				0.0420073464102				
403		3.1372				-0.00439265358979				
404		3.1372				-0.00439265358979				
405		3.156				0.0144073464102				
406		3.144				0.00240734641021				
407		3.1364				-0.00519265358979				
408		3.1492				0.00760734641021				
409		3.1276				-0.0139926535898				
410		3.1064				-0.0351926535898				
411		3.1316				-0.00999265358979				
412		3.1416				7.34641020683e-06				
413		3.1468				0.00520734641021				
414		3.1256				-0.0159926535898				
415		3.1524				0.0108073464102				
416		3.1388				-0.00279265358979				
417		3.1284				-0.0131926535898				
418		3.1188				-0.0227926535898				
419		3.14				-0.00159265358979				
420		3.1372				-0.00439265358979				
421		3.1444				0.00280734641021				
422		3.1616				0.0200073464102				
423		3.126				-0.0155926535898				
424		3.1428				0.00120734641021				
425		3.1412				-0.000392653589793				
426		3.164				0.0224073464102				
427		3.1356				-0.00599265358979				
428		3.1424				0.000807346410207				
429		3.1584				0.0168073464102				
430		3.164				0.0224073464102				
431		3.176				0.0344073464102				
432		3.1364				-0.00519265358979				
433		3.1312				-0.0103926535898				
434		3.128				-0.0135926535898				
435		3.1336				-0.00799265358979				
436		3.116				-0.0255926535898				
437		3.192				0.0504073464102				
438		3.1268				-0.0147926535898				
439		3.162				0.0204073464102				
440		3.1228				-0.0187926535898				
441		3.116				-0.0255926535898				
442		3.1636				0.0220073464102				
443		3.126				-0.0155926535898				
444		3.1428				0.00120734641021				
445		3.1532				0.0116073464102				
446		3.1572				0.0156073464102				
447		3.1204				-0.0211926535898				
448		3.1052				-0.0363926535898				
449		3.1436				0.00200734641021				
450		3.1324				-0.00919265358979				
451		3.1512				0.00960734641021				
452		3.1396				-0.00199265358979				
453		3.1532				0.0116073464102				
454		3.142				0.000407346410207				
455		3.1216				-0.0199926535898				
456		3.13				-0.0115926535898				
457		3.1616				0.0200073464102				
458		3.1404				-0.00119265358979				
459		3.1312				-0.0103926535898				
460		3.1552				0.0136073464102				
461		3.108				-0.0335926535898				
462		3.1584				0.0168073464102				
463		3.1724				0.0308073464102				
464		3.1604				0.0188073464102				
465		3.134				-0.00759265358979				
466		3.12				-0.0215926535898				
467		3.158				0.0164073464102				
468		3.1264				-0.0151926535898				
469		3.1492				0.00760734641021				
470		3.15				0.00840734641021				
471		3.142				0.000407346410207				
472		3.1288				-0.0127926535898				
473		3.1588				0.0172073464102				
474		3.1472				0.00560734641021				
475		3.148				0.00640734641021				
476		3.1484				0.00680734641021				
477		3.15				0.00840734641021				
478		3.1452				0.00360734641021				
479		3.1232				-0.0183926535898				
480		3.1544				0.0128073464102				
481		3.132				-0.00959265358979				
482		3.1344				-0.00719265358979				
483		3.15				0.00840734641021				
484		3.144				0.00240734641021				
485		3.1232				-0.0183926535898				
486		3.1468				0.00520734641021				
487		3.1156				-0.0259926535898				
488		3.1484				0.00680734641021				
489		3.1148				-0.0267926535898				
490		3.134				-0.00759265358979				
491		3.1356				-0.00599265358979				
492		3.1548				0.0132073464102				
493		3.1512				0.00960734641021				
494		3.1316				-0.00999265358979				
495		3.1156				-0.0259926535898				
496		3.134				-0.00759265358979				
497		3.1292				-0.0123926535898				
498		3.1216				-0.0199926535898				
499		3.1332				-0.00839265358979				
500		3.1112				-0.0303926535898				
501		3.112				-0.0295926535898				
502		3.1424				0.000807346410207				
503		3.1384				-0.00319265358979				
504		3.1408				-0.000792653589793				
505		3.1592				0.0176073464102				
506		3.1664				0.0248073464102				
507		3.1484				0.00680734641021				
508		3.1348				-0.00679265358979				
509		3.1032				-0.0383926535898				
510		3.124				-0.0175926535898				
511		3.1424				0.000807346410207				
512		3.1596				0.0180073464102				
513		3.1492				0.00760734641021				
514		3.17				0.0284073464102				
515		3.1188				-0.0227926535898				
516		3.1792				0.0376073464102				
517		3.1244				-0.0171926535898				
518		3.1404				-0.00119265358979				
519		3.1604				0.0188073464102				
520		3.1552				0.0136073464102				
521		3.1568				0.0152073464102				
522		3.1656				0.0240073464102				
523		3.1408				-0.000792653589793				
524		3.1292				-0.0123926535898				
525		3.1464				0.00480734641021				
526		3.1484				0.00680734641021				
527		3.1664				0.0248073464102				
528		3.1276				-0.0139926535898				
529		3.1484				0.00680734641021				
530		3.1568				0.0152073464102				
531		3.1688				0.0272073464102				
532		3.1568				0.0152073464102				
533		3.1304				-0.0111926535898				
534		3.1432				0.00160734641021				
535		3.154				0.0124073464102				
536		3.15				0.00840734641021				
537		3.148				0.00640734641021				
538		3.1452				0.00360734641021				
539		3.1856				0.0440073464102				
540		3.1148				-0.0267926535898				
541		3.1292				-0.0123926535898				
542		3.1792				0.0376073464102				
543		3.146				0.00440734641021				
544		3.1628				0.0212073464102				
545		3.158				0.0164073464102				
546		3.1424				0.000807346410207				
547		3.15				0.00840734641021				
548		3.1336				-0.00799265358979				
549		3.1416				7.34641020683e-06				
550		3.1172				-0.0243926535898				
551		3.1288				-0.0127926535898				
552		3.1548				0.0132073464102				
553		3.1384				-0.00319265358979				
554		3.1624				0.0208073464102				
555		3.1376				-0.00399265358979				
556		3.1232				-0.0183926535898				
557		3.1304				-0.0111926535898				
558		3.1276				-0.0139926535898				
559		3.1384				-0.00319265358979				
560		3.1368				-0.00479265358979				
561		3.148				0.00640734641021				
562		3.132				-0.00959265358979				
563		3.146				0.00440734641021				
564		3.1312				-0.0103926535898				
565		3.146				0.00440734641021				
566		3.1404				-0.00119265358979				
567		3.1188				-0.0227926535898				
568		3.1504				0.00880734641021				
569		3.1528				0.0112073464102				
570		3.1496				0.00800734641021				
571		3.1244				-0.0171926535898				
572		3.1292				-0.0123926535898				
573		3.1436				0.00200734641021				
574		3.1352				-0.00639265358979				
575		3.1292				-0.0123926535898				
576		3.162				0.0204073464102				
577		3.1484				0.00680734641021				
578		3.138				-0.00359265358979				
579		3.1476				0.00600734641021				
580		3.1632				0.0216073464102				
581		3.162				0.0204073464102				
582		3.16				0.0184073464102				
583		3.1684				0.0268073464102				
584		3.124				-0.0175926535898				
585		3.142				0.000407346410207				
586		3.1328				-0.00879265358979				
587		3.1888				0.0472073464102				
588		3.1776				0.0360073464102				
589		3.1304				-0.0111926535898				
590		3.15				0.00840734641021				
591		3.1332				-0.00839265358979				
592		3.1304				-0.0111926535898				
593		3.1528				0.0112073464102				
594		3.1312				-0.0103926535898				
595		3.142				0.000407346410207				
596		3.1304				-0.0111926535898				
597		3.1416				7.34641020683e-06				
598		3.1572				0.0156073464102				
599		3.1336				-0.00799265358979				
600		3.14				-0.00159265358979				
601		3.1312				-0.0103926535898				
602		3.1204				-0.0211926535898				
603		3.156				0.0144073464102				
604		3.1224				-0.0191926535898				
605		3.1432				0.00160734641021				
606		3.138				-0.00359265358979				
607		3.1572				0.0156073464102				
608		3.1212				-0.0203926535898				
609		3.1388				-0.00279265358979				
610		3.1452				0.00360734641021				
611		3.1324				-0.00919265358979				
612		3.1484				0.00680734641021				
613		3.1532				0.0116073464102				
614		3.1036				-0.0379926535898				
615		3.152				0.0104073464102				
616		3.1276				-0.0139926535898				
617		3.1192				-0.0223926535898				
618		3.1696				0.0280073464102				
619		3.1156				-0.0259926535898				
620		3.136				-0.00559265358979				
621		3.1412				-0.000392653589793				
622		3.1292				-0.0123926535898				
623		3.1436				0.00200734641021				
624		3.1608				0.0192073464102				
625		3.1352				-0.00639265358979				
626		3.1344				-0.00719265358979				
627		3.112				-0.0295926535898				
628		3.1348				-0.00679265358979				
629		3.1508				0.00920734641021				
630		3.1532				0.0116073464102				
631		3.1468				0.00520734641021				
632		3.1472				0.00560734641021				
633		3.1384				-0.00319265358979				
634		3.1552				0.0136073464102				
635		3.1328				-0.00879265358979				
636		3.11				-0.0315926535898				
637		3.1452				0.00360734641021				
638		3.1412				-0.000392653589793				
639		3.1224				-0.0191926535898				
640		3.1268				-0.0147926535898				
641		3.138				-0.00359265358979				
642		3.1576				0.0160073464102				
643		3.1432				0.00160734641021				
644		3.1236				-0.0179926535898				
645		3.1448				0.00320734641021				
646		3.1384				-0.00319265358979				
647		3.1204				-0.0211926535898				
648		3.148				0.00640734641021				
649		3.1628				0.0212073464102				
650		3.1536				0.0120073464102				
651		3.1468				0.00520734641021				
652		3.1248				-0.0167926535898				
653		3.1152				-0.0263926535898				
654		3.1404				-0.00119265358979				
655		3.1236				-0.0179926535898				
656		3.1384				-0.00319265358979				
657		3.1348				-0.00679265358979				
658		3.1248				-0.0167926535898				
659		3.1712				0.0296073464102				
660		3.1168				-0.0247926535898				
661		3.146				0.00440734641021				
662		3.1308				-0.0107926535898				
663		3.1364				-0.00519265358979				
664		3.14				-0.00159265358979				
665		3.1148				-0.0267926535898				
666		3.1464				0.00480734641021				
667		3.1452				0.00360734641021				
668		3.132				-0.00959265358979				
669		3.1516				0.0100073464102				
670		3.154				0.0124073464102				
671		3.1292				-0.0123926535898				
672		3.1496				0.00800734641021				
673		3.1732				0.0316073464102				
674		3.1336				-0.00799265358979				
675		3.16				0.0184073464102				
676		3.1364				-0.00519265358979				
677		3.1276				-0.0139926535898				
678		3.1224				-0.0191926535898				
679		3.144				0.00240734641021				
680		3.1544				0.0128073464102				
681		3.134				-0.00759265358979				
682		3.1368				-0.00479265358979				
683		3.1464				0.00480734641021				
684		3.1788				0.0372073464102				
685		3.1264				-0.0151926535898				
686		3.1084				-0.0331926535898				
687		3.1572				0.0156073464102				
688		3.126				-0.0155926535898				
689		3.1624				0.0208073464102				
690		3.1568				0.0152073464102				
691		3.1332				-0.00839265358979				
692		3.1304				-0.0111926535898				
693		3.1104				-0.0311926535898				
694		3.1288				-0.0127926535898				
695		3.154				0.0124073464102				
696		3.1492				0.00760734641021				
697		3.1336				-0.00799265358979				
698		3.142				0.000407346410207				
699		3.1372				-0.00439265358979				
700		3.1204				-0.0211926535898				
701		3.1136				-0.0279926535898				
702		3.1584				0.0168073464102				
703		3.1708				0.0292073464102				
704		3.1236				-0.0179926535898				
705		3.1732				0.0316073464102				
706		3.1388				-0.00279265358979				
707		3.146				0.00440734641021				
708		3.1104				-0.0311926535898				
709		3.1164				-0.0251926535898				
710		3.1436				0.00200734641021				
711		3.1324				-0.00919265358979				
712		3.164				0.0224073464102				
713		3.1512				0.00960734641021				
714		3.1196				-0.0219926535898				
715		3.1668				0.0252073464102				
716		3.1256				-0.0159926535898				
717		3.1304				-0.0111926535898				
718		3.1568				0.0152073464102				
719		3.13				-0.0115926535898				
720		3.1276				-0.0139926535898				
721		3.1484				0.00680734641021				
722		3.1316				-0.00999265358979				
723		3.1504				0.00880734641021				
724		3.1516				0.0100073464102				
725		3.1448				0.00320734641021				
726		3.1148				-0.0267926535898				
727		3.154				0.0124073464102				
728		3.1068				-0.0347926535898				
729		3.1564				0.0148073464102				
730		3.158				0.0164073464102				
731		3.16				0.0184073464102				
732		3.1028				-0.0387926535898				
733		3.1376				-0.00399265358979				
734		3.1164				-0.0251926535898				
735		3.1476				0.00600734641021				
736		3.118				-0.0235926535898				
737		3.1392				-0.00239265358979				
738		3.1076				-0.0339926535898				
739		3.1356				-0.00599265358979				
740		3.1532				0.0116073464102				
741		3.1632				0.0216073464102				
742		3.1452				0.00360734641021				
743		3.12				-0.0215926535898				
744		3.1612				0.0196073464102				
745		3.1456				0.00400734641021				
746		3.1332				-0.00839265358979				
747		3.1328				-0.00879265358979				
748		3.1332				-0.00839265358979				
749		3.1244				-0.0171926535898				
750		3.1496				0.00800734641021				
751		3.1424				0.000807346410207				
752		3.1096				-0.0319926535898				
753		3.1544				0.0128073464102				
754		3.1536				0.0120073464102				
755		3.1396				-0.00199265358979				
756		3.1592				0.0176073464102				
757		3.1572				0.0156073464102				
758		3.146				0.00440734641021				
759		3.1252				-0.0163926535898				
760		3.1468				0.00520734641021				
761		3.122				-0.0195926535898				
762		3.1652				0.0236073464102				
763		3.1256				-0.0159926535898				
764		3.1288				-0.0127926535898				
765		3.1704				0.0288073464102				
766		3.1524				0.0108073464102				
767		3.1388				-0.00279265358979				
768		3.1668				0.0252073464102				
769		3.1456				0.00400734641021				
770		3.1568				0.0152073464102				
771		3.124				-0.0175926535898				
772		3.1248				-0.0167926535898				
773		3.1432				0.00160734641021				
774		3.1572				0.0156073464102				
775		3.1276				-0.0139926535898				
776		3.1192				-0.0223926535898				
777		3.1432				0.00160734641021				
778		3.1448				0.00320734641021				
779		3.1132				-0.0283926535898				
780		3.134				-0.00759265358979				
781		3.126				-0.0155926535898				
782		3.1452				0.00360734641021				
783		3.1456				0.00400734641021				
784		3.1532				0.0116073464102				
785		3.1644				0.0228073464102				
786		3.1324				-0.00919265358979				
787		3.1392				-0.00239265358979				
788		3.1556				0.0140073464102				
789		3.1436				0.00200734641021				
790		3.1148				-0.0267926535898				
791		3.13				-0.0115926535898				
792		3.1384				-0.00319265358979				
793		3.152				0.0104073464102				
794		3.166				0.0244073464102				
795		3.124				-0.0175926535898				
796		3.1204				-0.0211926535898				
797		3.1432				0.00160734641021				
798		3.132				-0.00959265358979				
799		3.1268				-0.0147926535898				
800		3.124				-0.0175926535898				
801		3.1264				-0.0151926535898				
802		3.1464				0.00480734641021				
803		3.1484				0.00680734641021				
804		3.1408				-0.000792653589793				
805		3.1556				0.0140073464102				
806		3.148				0.00640734641021				
807		3.1628				0.0212073464102				
808		3.144				0.00240734641021				
809		3.1476				0.00600734641021				
810		3.138				-0.00359265358979				
811		3.136				-0.00559265358979				
812		3.1152				-0.0263926535898				
813		3.1308				-0.0107926535898				
814		3.1796				0.0380073464102				
815		3.1608				0.0192073464102				
816		3.1188				-0.0227926535898				
817		3.148				0.00640734641021				
818		3.1632				0.0216073464102				
819		3.1328				-0.00879265358979				
820		3.1516				0.0100073464102				
821		3.1548				0.0132073464102				
822		3.1348				-0.00679265358979				
823		3.1192				-0.0223926535898				
824		3.1424				0.000807346410207				
825		3.1452				0.00360734641021				
826		3.1432				0.00160734641021				
827		3.1544				0.0128073464102				
828		3.1592				0.0176073464102				
829		3.1496				0.00800734641021				
830		3.1268				-0.0147926535898				
831		3.1676				0.0260073464102				
832		3.1928				0.0512073464102				
833		3.1436				0.00200734641021				
834		3.1736				0.0320073464102				
835		3.1392				-0.00239265358979				
836		3.1428				0.00120734641021				
837		3.134				-0.00759265358979				
838		3.1492				0.00760734641021				
839		3.172				0.0304073464102				
840		3.1604				0.0188073464102				
841		3.1264				-0.0151926535898				
842		3.142				0.000407346410207				
843		3.142				0.000407346410207				
844		3.1264				-0.0151926535898				
845		3.1388				-0.00279265358979				
846		3.1408				-0.000792653589793				
847		3.1528				0.0112073464102				
848		3.1532				0.0116073464102				
849		3.1416				7.34641020683e-06				
850		3.1264				-0.0151926535898				
851		3.13				-0.0115926535898				
852		3.1604				0.0188073464102				
